DEPT,AF20,AF30,AF60,AF90,AT10,AT20,AT30,AT60,AT90,BS,CBP1,CBP2,CBP3,CBP4,CBP5,CBP6,CBP7,CBP8,CFF2,CHI1,CHI2,CMFF,CMRP_3MS,CMRP_3MS_MW[0],DPHZ,DTCO,DTSM,DWAL_WALK2,DWCA_WALK2,DWSI_WALK2,DWSU_WALK2,DWTI_WALK2,DXFE_WALK2,GCF1,GCF2,GR_EDTC,HBHK,HCAL,HCGR,HD1_PPC1,HD1_PPC2,HD2_PPC1,HD2_PPC2,HDRA,HFK,HSGR,HTHO,HTPR,HTUR,HURA,KSDR,KTIM,MAXXENE_OVERALL,MINXENE_OVERALL,NPOR,PEFZ,PR,PXND_HILT,RDF1,RDF2,RHOZ,T2CUTOFF,T2LM,T2_DIST_MW[0],TCMR,TDEP,TENS,VPVS,PHIT_NMR,PHIE_NMR,CBW,FFI,BVIE,PHIT_CHART,RHOMAA_CHART,VSH_GR,VSH_ND,VSH_DT,VSH_HL,PHIT_USED,BVW,SWT,BVO,MSTAR_APP,MSTAR_FIT,PHIT,CBWapp,SAL,Swb,Qv,Bdacy,MSTAR,SW_CP,BVWT_CP,BVWe_CP,PHIE
10072.0,46.8837,50.854,48.0702,49.1973,32.1032,30.1179,31.4098,30.0661,30.824,8.75,0.0231,0.0192,0.0006,0.0008,0.0138,0.0,0.0,0.0,0.0152,1.0113,1.0221,0.0138,0.0152,0.0162,0.1132,90.0,140.0,0.0374,0.1572,0.2184,0.0036,0.0034,0.0,0.9709,0.9814,193.98008,-0.0009,8.5338,20.1125,8.8678,8.9146,9.0353,9.061,0.0219,0.0072,28.2473,2.2456,3.1318,2.0005,1.1226,0.0003,0.0108,17.8351,1.9577,0.1698,3.712,0.1478,0.1397,1.3455,0.9382,2.5165,33.0,2.4796,0.0011,0.0575,1176330240.0,3704.2,1.5556,0.0575,0.0152,0.0423,0.0138,0.0014,0.14308536400952113,2.751666568811882,0.0,0.15527553763440877,0.6156774193548391,0.30783870967741955,0.14308536400952113,0.016827255473923,0.11760291201274288,0.12625810853559813,3.9587186270918004,2.0978387096774194,0.14308536400952113,0.030783870967741957,450.64158177023694,0.21514339485968356,0.859658310379745,12.185703932274844,2.0978387096774194,0.10365377267191596,0.014831337793721248,0.0,0.11230149304177917
10072.5,58.0145,62.5228,59.6718,60.418,55.7149,56.6952,58.882,57.8625,59.1113,8.75,0.0136,0.0176,0.0059,0.0016,0.0079,0.0,0.0,0.0,0.0154,1.0109,1.095,0.0079,0.0154,0.0161,0.1909,103.6364,161.4545,0.0638,0.0915,0.2487,0.0073,0.005,0.0,0.9709,0.9814,279.33768,-0.0009,8.5073,18.1037,8.8678,8.9029,9.0353,9.0742,0.0115,0.0062,27.2577,2.1811,3.5285,1.8089,1.2057,0.0001,0.002,18.4452,2.0597,0.4276,3.4037,0.1496,0.2568,1.3455,0.9382,2.3835,33.0,2.6783,0.0013,0.0466,1176330752.0,3691.5,1.5579,0.0466,0.0154,0.0312,0.0079,0.0075,0.3312178563475899,2.960558763334499,0.0,0.5153830645161295,0.6761319569892474,0.3380659784946237,0.3312178563475899,0.013054962654877943,0.03941503274865011,0.31816289369271195,7.5550037432476564,2.128065978494624,0.3312178563475899,0.033806597849462376,450.64158177023694,0.10206755825985639,0.40783601437302053,12.185703932274844,2.128065978494624,0.025913621718795656,0.008583054235901845,0.0,0.2974112584981275
10073.0,78.2885,83.0375,84.1975,81.8973,113.3631,125.9233,132.1135,110.4277,108.9936,8.75,0.0126,0.0196,0.0175,0.0027,0.0054,0.0004,0.0,0.0,0.0261,0.967,1.0178,0.0059,0.0261,0.0262,0.255,111.2727,176.7273,0.0805,0.0788,0.2331,0.0066,0.0043,0.0,0.9709,0.9814,348.72918,-0.0009,8.4498,15.2659,8.8678,8.9146,9.0353,9.061,-0.0065,0.0053,26.7087,1.8083,3.4345,1.2081,1.4968,0.0004,0.0014,18.3499,2.0752,0.4958,3.2977,0.1716,0.3314,1.3455,0.9382,2.274,33.0,2.9495,0.0011,0.0582,1176331264.0,3725.0,1.5882,0.0582,0.0261,0.0321,0.0059,0.0202,0.35239830921249404,2.9792328768503396,0.0,0.511760752688172,0.6301537204301075,0.31507686021505377,0.35239830921249404,0.009623803879635854,0.027309449642769875,0.3427745053328582,8.590647821653482,2.105076860215054,0.35239830921249404,0.03150768602150538,450.64158177023694,0.08940929964140787,0.3572568310177407,12.185703932274844,2.105076860215054,0.015868946307501488,0.005592189847747375,0.0,0.32089062319098866
10073.5,113.0276,124.1464,128.984,121.1551,193.4168,284.1831,207.866,179.4868,151.8299,8.75,0.0129,0.0162,0.0193,0.0099,0.0005,0.002,0.0,0.0,0.0317,1.0913,1.0573,0.0025,0.0317,0.0333,0.2811,112.9091,190.1818,0.0815,0.0932,0.2132,0.0011,0.0025,0.0,0.9709,0.9814,413.3704,-0.0009,8.4152,13.7783,8.8678,8.9029,9.0225,9.061,-0.0086,0.0049,27.6989,1.5506,3.1702,0.8497,1.8248,0.0006,0.0002,18.1556,2.1083,0.4044,3.3059,0.2278,0.3382,1.3455,0.9382,2.2294,33.0,3.276,0.0001,0.0608,1176331776.0,3696.4,1.6844,0.0608,0.0317,0.0291,0.0025,0.0292,0.35689362476385605,2.872047077681032,0.0,0.2619973118279572,0.5721222365591397,0.28606111827956987,0.35689362476385605,0.00814283225513561,0.02281585237204345,0.34875079250872043,9.018053814810797,2.07606111827957,0.35689362476385605,0.028606111827956988,450.64158177023694,0.08015304797580693,0.32027120256054403,12.185703932274844,2.07606111827957,0.013579741600880001,0.004846523203294593,0.0,0.3282875129358991
10074.0,185.4839,200.8066,200.3455,201.1942,236.7492,417.6208,290.3338,329.9547,295.006,8.75,0.0127,0.0119,0.0141,0.011,0.0004,0.0002,0.0011,0.0001,0.0268,1.0362,1.0302,0.0017,0.0268,0.0293,0.2897,114.9091,197.4545,0.0837,0.0925,0.2096,0.0,0.0017,0.0,0.9709,0.9814,448.62473,-0.0009,8.4012,13.761,8.8558,8.856,9.0353,9.0742,-0.0082,0.0048,31.713,1.623,3.4112,0.6862,2.3653,0.0003,0.0001,18.047,2.1165,0.4087,3.3187,0.2439,0.3496,1.3455,0.9382,2.2147,33.0,3.3458,0.0,0.0514,1176332288.0,3722.3,1.7184,0.0514,0.0268,0.0246,0.0017,0.0251,0.36664429535334575,2.845175932806145,0.0,0.25139516129032297,0.5919458924731187,0.29597294623655934,0.36664429535334575,0.005826554518398126,0.0158915728193259,0.36081774083494766,9.922323645669351,2.0859729462365593,0.36664429535334575,0.029597294623655936,450.64158177023694,0.08072481966515302,0.32255585687078586,12.185703932274844,2.0859729462365593,0.007143211305214049,0.0026190176755602583,0.0,0.3370470007296898
10074.5,274.3512,286.9721,297.5625,307.8375,271.1064,678.8455,479.805,662.3246,571.1902,8.75,0.0137,0.0104,0.0091,0.0066,0.0024,0.0,0.0,0.0014,0.0195,1.073,1.0822,0.0038,0.0195,0.0216,0.2943,116.0,198.5455,0.0895,0.0817,0.2121,0.0,0.0027,0.0,0.9709,0.9814,466.63787,-0.0009,8.3637,16.1587,8.8439,8.8443,9.0225,9.061,-0.0082,0.0057,42.7359,1.8449,3.2417,0.5248,3.5156,0.0001,0.0003,17.0773,1.8866,0.4107,3.3016,0.2409,0.3518,1.3455,0.9382,2.2067,33.0,3.1498,0.0,0.0436,1176332800.0,3728.2,1.7116,0.0436,0.0195,0.0241,0.0038,0.0157,0.3676988468903517,2.842203499866512,0.0,0.24491666666666714,0.6028000000000003,0.30140000000000017,0.3676988468903517,0.004167407195235144,0.01133375105872407,0.3635314396951166,10.611209816186673,2.0914,0.3676988468903517,0.030140000000000017,450.64158177023694,0.08196925352063399,0.3275282981873312,12.185703932274844,2.0914,0.005072857174185578,0.0018652837333874852,0.0,0.3375588468903517
10075.0,346.5284,387.0229,412.6159,423.5614,296.1432,788.4197,706.295,859.3868,873.9165,8.75,0.0102,0.0099,0.0083,0.007,0.0024,0.0,0.0,0.0014,0.0191,1.1482,1.3311,0.0038,0.0191,0.0204,0.301,117.2727,197.4545,0.092,0.0582,0.2353,0.0,0.0031,0.0,0.9709,0.9814,471.46957,-0.0009,8.36,26.7325,8.8557,8.8325,9.0225,9.074,-0.008,0.0094,81.0252,3.049,3.2366,0.4266,7.1466,0.0001,0.0003,16.0555,1.5583,0.4188,3.2723,0.2275,0.3614,1.3455,0.9382,2.1953,33.0,3.8381,0.0,0.0391,1176333312.0,3724.8,1.6837,0.0391,0.0191,0.02,0.0038,0.0153,0.37219936138302345,2.8563481781666904,0.0,0.24662231182795727,0.6107515698924735,0.30537578494623674,0.37219936138302345,0.0033620008718483712,0.00903279591710153,0.3688373605111751,11.172109897568108,2.0953757849462367,0.37219936138302345,0.030537578494623675,450.64158177023694,0.08204629470924325,0.3278361351909849,12.185703932274844,2.0953757849462367,0.00404187990679802,0.0015043851200970974,0.0,0.34166178288839977
10075.5,376.5802,511.1465,501.075,608.8409,284.4468,726.9014,773.77,703.5124,1020.2916,8.75,0.0133,0.0142,0.009,0.0067,0.0027,0.0,0.0,0.0004,0.0188,1.3016,1.4096,0.0031,0.0188,0.0207,0.3129,117.2727,196.7273,0.0816,0.047,0.2666,0.0,0.0021,0.0,0.9709,0.9814,468.43086,-0.0009,8.357,44.5146,8.8439,8.8208,9.0225,9.061,-0.008,0.0156,150.7194,5.1162,3.2755,0.3659,13.9818,0.0001,0.0002,16.3625,1.6053,0.4336,3.2596,0.2244,0.3651,1.3455,0.9382,2.175,33.0,2.7368,0.0005,0.0463,1176333824.0,3738.4,1.6775,0.0463,0.0188,0.0275,0.0031,0.0157,0.37668631929219853,2.88986234948048,0.08962736842105265,0.2504435483870965,0.5644763010752687,0.3270518347481607,0.37668631929219853,0.0031112439093790335,0.00825950864163351,0.37357507538281953,11.467842382514894,2.117051834748161,0.37668631929219853,0.03270518347481607,450.64158177023694,0.08682339070946296,0.34692419633619964,12.185703932274844,2.117051834748161,0.0036386954960103044,0.0013706468134172221,0.0,0.3439811358173825
10076.0,357.0106,588.0313,567.5214,921.5072,219.6441,407.8051,609.384,520.8679,864.7927,8.75,0.0214,0.0236,0.0069,0.0021,0.0054,0.0,0.0,0.0003,0.0147,1.5345,1.4802,0.0057,0.0147,0.0172,0.3243,117.0909,196.7273,0.0662,0.0313,0.312,0.0011,0.0,0.0,0.9709,0.9814,452.02014,-0.0009,8.335,62.2036,8.8557,8.8208,9.0225,9.061,-0.0083,0.0221,237.2962,6.9999,3.1701,0.3064,22.8464,0.0002,0.0014,16.3369,1.5715,0.4512,3.2758,0.2257,0.3765,1.3455,0.9382,2.1554,33.0,1.9232,0.0014,0.0596,1176334336.0,3728.3,1.6801,0.0596,0.0147,0.0449,0.0057,0.009,0.38115845895437417,2.8976917147760997,0.27582736842105265,0.2610295698924736,0.5149487311827964,0.387989150537635,0.38115845895437417,0.0033873130953075755,0.008886889470064331,0.37777114585906657,11.436733337231711,2.177989150537635,0.38115845895437417,0.038798915053763504,450.64158177023694,0.10179208710256606,0.40673530166097555,12.185703932274844,2.177989150537635,0.003754217688916754,0.0014309518288867621,0.0,0.3423595439006107
10076.5,354.2713,646.914,698.0121,1209.8712,173.9358,277.5481,417.1248,362.9013,589.7195,8.75,0.0186,0.0219,0.0073,0.001,0.007,0.0,0.0,0.0007,0.016,1.4451,1.4372,0.0077,0.016,0.0179,0.3247,116.0,196.0,0.0675,0.0211,0.3225,0.0042,0.0009,0.0,0.9709,0.9814,412.55893,-0.0009,8.3394,78.2265,8.8439,8.8325,9.0225,9.074,-0.0082,0.0274,318.3054,9.0166,3.2903,0.2885,31.2553,0.0002,0.0025,16.4354,1.5843,0.4167,3.2811,0.2304,0.3732,1.3455,0.9382,2.1548,33.0,2.284,0.0014,0.0565,1176334848.0,3709.7,1.6897,0.0565,0.016,0.0405,0.0077,0.0083,0.37824263566534905,2.8336440927218756,0.44448947368421055,0.1883561827956989,0.4844903225806447,0.3364232526881718,0.37824263566534905,0.004111022604789758,0.010868744602411754,0.3741316130605593,10.952615215630681,2.1264232526881717,0.37824263566534905,0.033642325268817184,450.64158177023694,0.08894376809118447,0.3553966852942128,12.185703932274844,2.1264232526881717,0.004756899189186819,0.0017992620869123844,0.0,0.3446003103965319
10077.0,353.8423,672.7298,781.8032,1209.4396,179.3323,306.6252,469.9368,409.4718,623.0687,8.75,0.0157,0.0181,0.0098,0.0049,0.0035,0.0,0.0,0.0016,0.0199,1.7117,1.6651,0.0052,0.0199,0.023,0.3159,112.3636,191.2727,0.0749,0.0053,0.3278,0.0011,0.0025,0.0,0.9709,0.9814,370.6844,-0.0009,8.3217,88.896,8.8558,8.8091,9.0225,9.0742,-0.0076,0.0308,376.806,10.4562,3.3968,0.2791,37.4586,0.0003,0.0009,16.2703,1.5001,0.3653,3.2646,0.2365,0.3567,1.3455,0.9382,2.1698,33.0,2.8445,0.0012,0.0537,1176335360.0,3726.1,1.7023,0.0537,0.0199,0.0338,0.0052,0.0147,0.35071551970664655,2.7463991181915683,0.5568,0.10123252688172026,0.42171320430107523,0.3290162634408601,0.35071551970664655,0.003970309514101238,0.011320598294087969,0.34674521019254534,10.215270448043595,2.11901626344086,0.35071551970664655,0.03290162634408601,450.64158177023694,0.0938128611234722,0.3748523431913479,12.185703932274844,2.11901626344086,0.004884086236053409,0.0017129248425695504,0.0,0.31781389336256055
10077.5,349.8,657.5056,780.1257,882.4539,220.8631,432.8656,638.9556,558.5376,598.6161,8.75,0.0169,0.0128,0.0084,0.0071,0.0,0.0,0.0,0.0026,0.0181,1.4969,1.613,0.0026,0.0181,0.0216,0.3084,112.0,189.4545,0.0827,0.0291,0.2861,0.0,0.0033,0.0,0.9721,0.9857,339.83871,-0.0005,8.3084,91.6787,8.8439,8.8083,9.0225,9.0698,-0.0076,0.0321,410.7025,10.5877,3.3004,0.256,41.3584,0.0002,0.0002,16.3446,1.4811,0.3937,3.234,0.2314,0.3509,1.7278,0.982,2.1826,33.0,2.8361,0.0016,0.0478,1176335872.0,3700.2,1.6916,0.0478,0.0181,0.0297,0.0026,0.0155,0.3704955790388042,2.8335311573465236,0.5860915789473685,0.17743145161290302,0.4411956989247311,0.3817615152801358,0.3704955790388042,0.004072186966862203,0.010991189091721117,0.36642339207194197,10.739420479149347,2.171761515280136,0.3704955790388042,0.03817615152801358,450.64158177023694,0.10304077481047397,0.4117247402903705,12.185703932274844,2.171761515280136,0.004629424291633335,0.0017151812335449983,0.0,0.33231942751079063
10078.0,358.8513,589.5564,649.3589,540.4485,239.5352,602.0036,722.4169,592.9983,528.9932,8.75,0.0168,0.0145,0.0087,0.0023,0.0,0.0,0.0,0.0023,0.0134,1.6057,1.5663,0.0023,0.0134,0.0167,0.3032,111.2727,185.8182,0.0842,0.0561,0.2517,0.0004,0.0031,0.0,0.9721,0.9857,322.12688,-0.0005,8.3342,89.7312,8.8439,8.8208,9.0225,9.061,-0.0082,0.0313,421.2947,10.4286,3.3333,0.2433,42.8631,0.0001,0.0001,17.2184,1.6675,0.378,3.2356,0.2205,0.3437,1.7278,0.982,2.1915,33.0,2.2016,0.0012,0.0447,1176336384.0,3721.4,1.6699,0.0447,0.0134,0.0313,0.0023,0.0111,0.36158269473620713,2.801552336289981,0.5655915789473684,0.15656586021505386,0.4420892043010757,0.3610787195812112,0.36158269473620713,0.00432632809896752,0.01196497554210606,0.3572563666372396,10.360799411122201,2.151078719581211,0.36158269473620713,0.03610787195812112,450.64158177023694,0.09986061966948843,0.3990176488315409,12.185703932274844,2.151078719581211,0.0050797584304742936,0.001836752741899861,0.0,0.32547482277808604
10078.5,359.9514,491.6288,465.4348,319.1148,242.9063,569.5938,603.8093,438.5463,400.5068,8.75,0.0183,0.0223,0.0095,0.0,0.001,0.0,0.0,0.0007,0.0114,1.5452,1.5039,0.0018,0.0114,0.0146,0.2929,110.7273,183.2727,0.0854,0.079,0.2246,0.0133,0.0031,0.0,0.9721,0.9857,292.55116,-0.0005,8.304,87.0337,8.8439,8.8208,9.0225,9.0742,-0.0086,0.0304,418.5032,10.0963,3.3236,0.2356,42.85,0.0001,0.0001,18.2412,1.8827,0.3813,3.2573,0.2126,0.3369,1.7278,0.982,2.2091,33.0,1.6165,0.0012,0.0519,1176336896.0,3730.5,1.6552,0.0519,0.0114,0.0405,0.0018,0.0096,0.35547254268199413,2.8288258052729836,0.5371968421052631,0.1868602150537632,0.46766563440860187,0.3620285285795132,0.35547254268199413,0.0049748886740163,0.013995141893327151,0.35049765400797783,9.921064085165357,2.152028528579513,0.35547254268199413,0.03620285285795132,450.64158177023694,0.10184430162961533,0.4069439376366686,12.185703932274844,2.152028528579513,0.005911478908347758,0.0021013684385613562,0.0,0.3192696898240428
10079.0,344.1514,388.3252,320.8506,199.0314,225.0914,361.6975,429.9422,283.9046,273.2592,8.75,0.0154,0.0235,0.0135,0.0015,0.0021,0.0002,0.0,0.0004,0.0178,1.4774,1.3267,0.0027,0.0178,0.0199,0.2804,108.0,178.5455,0.0824,0.0791,0.2318,0.0289,0.0032,0.0,0.9721,0.9857,271.87761,-0.0005,8.3129,80.9899,8.8439,8.8083,9.0225,9.0698,-0.0087,0.0283,419.5287,9.3551,3.3015,0.2135,43.8255,0.0002,0.0003,18.2859,1.8821,0.3735,3.2723,0.2115,0.3292,1.7278,0.982,2.2305,33.0,2.0873,0.0015,0.0567,1176337408.0,3707.8,1.6532,0.0567,0.0178,0.0389,0.0027,0.0151,0.3366203834260515,2.8116111892622926,0.47357789473684214,0.19908602150537627,0.4437204301075275,0.3363319581211092,0.3366203834260515,0.0060103920377519385,0.017855104247043604,0.33060999138829955,9.073405405457788,2.126331958121109,0.3366203834260515,0.033633195812110925,450.64158177023694,0.09991431733812234,0.39923221106394996,12.185703932274844,2.126331958121109,0.0075743365620270274,0.0025496760777074987,0.0,0.30298718761394056
10079.5,313.4645,298.5164,224.4498,130.6118,228.8856,347.7366,322.3673,209.5884,205.86,8.75,0.0163,0.0277,0.0144,0.0039,0.0035,0.0,0.0,0.0017,0.0235,1.4569,1.439,0.0052,0.0235,0.0231,0.2706,105.2727,173.4545,0.0752,0.0593,0.2691,0.0388,0.003,0.0,0.9721,0.9857,267.27918,-0.0005,8.2937,76.7754,8.8558,8.7973,9.0225,9.0476,-0.0077,0.0269,408.9886,8.8605,3.297,0.2063,42.9542,0.0006,0.0015,18.7207,1.9513,0.3267,3.2207,0.2084,0.3127,1.7278,0.982,2.2473,33.0,2.651,0.0027,0.0675,1176337920.0,3726.6,1.6477,0.0675,0.0235,0.044,0.0052,0.0183,0.31526395628900516,2.7617002003243303,0.4292147368421053,0.12394086021505372,0.4092892043010755,0.2765777985285795,0.31526395628900516,0.0068982641400255435,0.021880915982992504,0.30836569214897963,8.312847535238852,2.0665777985285794,0.31526395628900516,0.02765777985285795,450.64158177023694,0.08772896267121583,0.3505426316735962,12.185703932274844,2.0665777985285794,0.009595951750729283,0.0030252577132933193,0.0,0.2876061764361472
10080.0,273.6515,230.1965,162.0148,92.4779,249.6912,442.7031,259.0815,157.1383,160.2386,8.75,0.0172,0.0282,0.0073,0.0061,0.0053,0.0,0.0,0.003,0.0216,1.5314,1.4654,0.0082,0.0216,0.0217,0.2715,104.3636,172.0,0.0631,0.0327,0.3207,0.0386,0.0021,0.0,0.9721,0.9857,305.63819,-0.0005,8.2863,72.0245,8.8439,8.8091,9.0225,9.061,-0.008,0.0244,385.2066,8.7669,3.588,0.2164,40.5138,0.0008,0.0039,19.554,1.9874,0.3198,3.128,0.2087,0.3121,1.7278,0.982,2.2457,33.0,3.1798,0.0031,0.0669,1176338432.0,3728.6,1.6481,0.0669,0.0216,0.0453,0.0082,0.0134,0.30581069726100146,2.737378355181523,0.37920526315789477,0.10743682795698901,0.38139922580645136,0.24441802688172018,0.30581069726100146,0.007812007055741518,0.025545238036830915,0.29799869020525993,7.887785812839526,2.03441802688172,0.30581069726100146,0.024441802688172018,450.64158177023694,0.07992461646072366,0.31935844829996335,12.185703932274844,2.03441802688172,0.015180631352250054,0.004642399458693809,0.0,0.28136889457282943
10080.5,234.3562,187.431,128.2036,71.4463,246.7605,292.0859,172.811,103.3948,106.6534,8.75,0.0161,0.029,0.0057,0.0031,0.0054,0.0,0.0,0.0025,0.0167,1.4225,1.4708,0.0079,0.0167,0.017,0.28,106.3636,174.5455,0.0564,0.0064,0.3607,0.0347,0.0017,0.0,0.9721,0.9857,363.83765,-0.0005,8.2827,65.3285,8.8557,8.8208,9.0225,9.0343,-0.0087,0.0221,345.078,7.9907,3.6163,0.2209,36.1713,0.0005,0.0032,19.6969,1.9355,0.3283,3.0657,0.2047,0.3143,1.7278,0.982,2.2312,33.0,2.847,0.0019,0.0619,1176338944.0,3726.0,1.641,0.0619,0.0167,0.0452,0.0079,0.0088,0.3174734420022715,2.762214054196302,0.308721052631579,0.10585080645161273,0.4016787956989244,0.25376480107526855,0.3174734420022715,0.00963807239729997,0.03035867295391282,0.30783536960497154,7.790295648915722,2.0437648010752687,0.3174734420022715,0.025376480107526855,450.64158177023694,0.07993260774028868,0.319390379421498,12.185703932274844,2.0437648010752687,0.018054854489464752,0.005731936799620539,0.0,0.29209696189474466
10081.0,204.9861,162.5958,109.4034,60.0581,210.981,215.585,139.127,81.4979,79.563,8.75,0.0136,0.0226,0.0078,0.0,0.002,0.0005,0.0001,0.002,0.0124,1.4106,1.6871,0.0046,0.0124,0.0117,0.2927,108.9091,177.4545,0.058,0.0101,0.3537,0.0186,0.0022,0.0,0.9721,0.9857,445.08934,-0.0005,8.279,61.6403,8.8678,8.8098,9.0096,9.0652,-0.0088,0.0215,314.5651,7.1704,3.3383,0.2197,32.6422,0.0001,0.0006,19.5443,1.8634,0.376,3.0735,0.1979,0.3341,1.7278,0.982,2.2095,33.0,2.3919,0.0011,0.0487,1176339456.0,3705.2,1.6294,0.0487,0.0124,0.0363,0.0046,0.0078,0.3530254517659844,2.821881134921025,0.2698978947368421,0.17635080645161266,0.4200921290322576,0.29822146774193514,0.3530254517659844,0.011292836223008033,0.03198873102921173,0.34173261554297635,8.303036439194555,2.0882214677419353,0.3530254517659844,0.029822146774193516,450.64158177023694,0.08447591136845906,0.3375442656845757,12.185703932274844,2.0882214677419353,0.018818892100939025,0.0066435478856693144,0.0,0.32320330499179084
10081.5,177.3971,145.3541,100.028,54.3944,229.996,203.3452,117.1975,71.0321,63.3894,8.75,0.0128,0.0177,0.0078,0.0,0.0,0.0016,0.0011,0.0,0.0106,1.5446,1.6385,0.0028,0.0106,0.0099,0.3048,109.6364,178.5455,0.0636,0.0187,0.3339,0.0112,0.0034,0.0,0.9721,0.9857,513.40308,-0.0005,8.2819,58.2608,8.8439,8.8208,9.0225,9.061,-0.0089,0.0203,292.0108,6.7666,3.33,0.2238,30.2299,0.0,0.0001,18.0348,1.5381,0.3991,3.112,0.1974,0.3447,1.7278,0.982,2.1887,33.0,2.0113,0.0009,0.0411,1176339968.0,3717.5,1.6285,0.0411,0.0106,0.0305,0.0028,0.0078,0.3694937258737918,2.8373312660059806,0.23432421052631583,0.196798387096774,0.39207174193548333,0.29443506451612866,0.3694937258737918,0.012726559094106554,0.034443234628708075,0.3567671667796853,8.45501472758625,2.0844350645161285,0.3694937258737918,0.029443506451612866,450.64158177023694,0.07968607959981952,0.31840531564654456,12.185703932274844,2.0844350645161285,0.023654152176712854,0.008740060820159296,0.0,0.34005021942217895
10082.0,160.9034,124.7439,86.7205,50.8504,242.6794,201.8742,127.199,74.6054,58.0562,8.75,0.015,0.0151,0.0084,0.0,0.0008,0.0029,0.0,0.0,0.0122,1.4628,1.5542,0.0038,0.0122,0.0119,0.2996,108.7273,177.4545,0.0677,0.0363,0.3065,0.0096,0.0048,0.0,0.9721,0.9857,551.98262,-0.0005,8.2819,54.138,8.8439,8.8091,9.0096,9.0474,-0.0063,0.019,269.3729,6.2401,3.2906,0.2247,27.7677,0.0001,0.0003,17.9187,1.5712,0.3972,3.1109,0.1995,0.3426,1.7278,0.982,2.1978,33.0,2.0068,0.001,0.0423,1176340480.0,3730.1,1.6321,0.0423,0.0122,0.0301,0.0038,0.0084,0.3687335444231857,2.8404278954146793,0.19092631578947367,0.20494892473118284,0.38857316129032254,0.2897497385398981,0.3687335444231857,0.013304664015919752,0.03608205496121162,0.3554288804072659,8.349471901523733,2.079749738539898,0.3687335444231857,0.02897497385398981,450.64158177023694,0.07857970692445601,0.31398453170672797,12.185703932274844,2.079749738539898,0.024841543747061712,0.00915991047479769,0.0,0.3397585705691959
10082.5,139.4555,137.0764,96.2118,51.2963,221.8521,184.1357,136.9952,78.4109,51.869,8.75,0.0137,0.0137,0.0112,0.0003,0.0018,0.0043,0.0002,0.0,0.0178,1.4472,1.4428,0.0062,0.0178,0.0185,0.2865,105.6364,173.8182,0.0755,0.0365,0.2942,0.0241,0.0052,0.0,0.9721,0.9857,556.7429,-0.0005,8.2731,47.2834,8.8439,8.8098,9.0096,9.0519,-0.0064,0.0163,245.35,5.6287,3.4622,0.2201,25.5695,0.0001,0.0011,17.3791,1.3818,0.3433,3.0854,0.2072,0.3259,1.7278,0.982,2.2201,33.0,2.8552,0.0007,0.0451,1176340992.0,3723.8,1.6454,0.0451,0.0178,0.0273,0.0062,0.0116,0.3324746706637534,2.7639882382527476,0.11877263157894737,0.12233064516129025,0.35698356989247276,0.23787810073571006,0.3324746706637534,0.013955308536464244,0.04197405025953955,0.31851936212728915,7.462297439215501,2.0278781007357103,0.3324746706637534,0.023787810073571006,450.64158177023694,0.07154773633155558,0.2858865649414668,12.185703932274844,2.0278781007357103,0.02937044502138759,0.009764929035733715,0.0,0.3086868605901824
10083.0,140.5452,130.8023,86.1742,50.271,600.6629,334.0898,142.0171,79.0647,54.5746,8.75,0.0057,0.0129,0.0153,0.002,0.0005,0.0057,0.0001,0.0,0.0236,1.2977,1.724,0.0064,0.0236,0.0269,0.2711,103.6364,169.8182,0.0741,0.0498,0.2819,0.0322,0.0043,0.0,0.9721,0.9857,549.28449,-0.0005,8.2775,43.1358,8.8558,8.8205,9.0225,9.0476,-0.0049,0.0147,235.176,5.2243,3.5592,0.2098,24.9066,0.0003,0.001,17.2982,1.1998,0.3259,3.0511,0.2033,0.312,1.7278,0.982,2.2464,33.0,4.8674,0.0,0.0422,1176341504.0,3709.1,1.6386,0.0422,0.0236,0.0186,0.0064,0.0172,0.3149240264942043,2.7607941362803077,0.07511368421052635,0.12107661290322592,0.3636029247311824,0.21935830447085436,0.3149240264942043,0.013532496633351258,0.04297067068523685,0.30139152986085305,7.1560462308111195,2.0093583044708545,0.3149240264942043,0.021935830447085438,450.64158177023694,0.06965435661190854,0.2783211009319368,12.185703932274844,2.0093583044708545,0.032849643458896315,0.01034514198697463,0.0,0.2929881960471189
