DEPT,AF20,AF30,AF60,AF90,AT10,AT20,AT30,AT60,AT90,BS,CBP1,CBP2,CBP3,CBP4,CBP5,CBP6,CBP7,CBP8,CFF2,CHI1,CHI2,CMFF,CMRP_3MS,CMRP_3MS_MW[0],DPHZ,DTCO,DTSM,DWAL_WALK2,DWCA_WALK2,DWSI_WALK2,DWSU_WALK2,DWTI_WALK2,DXFE_WALK2,GCF1,GCF2,GR_EDTC,HBHK,HCAL,HCGR,HD1_PPC1,HD1_PPC2,HD2_PPC1,HD2_PPC2,HDRA,HFK,HSGR,HTHO,HTPR,HTUR,HURA,KSDR,KTIM,MAXXENE_OVERALL,MINXENE_OVERALL,NPOR,PEFZ,PR,PXND_HILT,RDF1,RDF2,RHOZ,T2CUTOFF,T2LM,T2_DIST_MW[0],TCMR,TDEP,TENS,VPVS,PHIT_NMR,PHIE_NMR,CBW,FFI,BVIE,PHIT_CHART,RHOMAA_CHART,VSH_GR,VSH_ND,VSH_DT,VSH_HL,PHIT_USED,BVW,SWT,BVO,MSTAR_APP,MSTAR_FIT,PHIT,CBWapp,SAL,Swb,Qv,Bdacy,MSTAR,SW_CP,BVWT_CP,BVWe_CP,PHIE
10112.5,5.9362,5.918,5.7476,5.7147,5.0481,5.0651,4.9644,4.9439,4.9116,8.75,0.0186,0.0008,0.0136,0.019,0.0,0.008,0.0156,0.0,0.0562,0.9853,0.9651,0.0236,0.0562,0.0565,0.0597,65.2727,106.5455,0.0207,0.1176,0.2943,0.0,0.0038,0.0,0.9721,0.9857,80.14835,-0.0005,8.3438,21.7007,8.8915,8.8208,9.0096,9.0607,-0.0006,0.0063,28.218,3.2545,5.1539,3.8391,0.8477,0.0272,0.0672,9.0978,1.0191,0.0987,3.2934,0.1996,0.0837,1.7278,0.982,2.6079,33.0,14.4178,0.0015,0.0756,1176371712.0,3732.0,1.6323,0.0756,0.0562,0.0194,0.0236,0.0326,0.08556059238287433,2.7416117024498696,0.0,0.12877150537634388,0.16463544086021503,0.08231772043010752,0.08556059238287433,0.040786354179837815,0.4766955562593971,0.04477423820303652,2.383658763773832,1.8723177204301076,0.08556059238287433,0.008231772043010751,450.64158177023694,0.09620985331862206,0.38443011462058413,12.185703932274844,1.8723177204301076,0.4962330872131712,0.04245799690194147,0.03422622485893072,0.07732882033986359
10113.0,6.1104,6.0674,5.9433,5.8275,5.6281,5.6625,5.5639,5.4502,5.4153,8.75,0.0123,0.0086,0.0205,0.0126,0.0,0.004,0.0119,0.0015,0.0503,0.9422,1.0106,0.0173,0.0503,0.049,0.0568,61.6364,106.5455,0.0231,0.1298,0.2767,0.0063,0.004,0.0,0.9721,0.9857,77.84568,-0.0005,8.3526,22.8069,8.8811,8.8318,9.0257,9.0432,-0.0022,0.0066,28.7379,3.4532,5.2474,4.2322,0.8159,0.0125,0.0264,9.1236,0.9925,0.0963,3.4347,0.2485,0.0792,1.7278,0.982,2.6129,33.0,11.0144,0.0014,0.0712,1176372224.0,3720.3,1.7286,0.0712,0.0503,0.0209,0.0173,0.033,0.08481928522780574,2.743349735160795,0.0,0.13042473118279557,0.07906529032258086,0.06521236559139779,0.08481928522780574,0.03878349799506476,0.4572485831600786,0.04603578723274099,2.4148217128819116,1.855212365591398,0.08481928522780574,0.006521236559139779,450.64158177023694,0.07688388957328735,0.30720847669574747,12.185703932274844,1.855212365591398,0.4707356284090472,0.03992745953291735,0.03340622297377757,0.07829804866866596
10113.5,6.379,6.3184,6.1691,6.0301,7.3701,7.419,7.4597,7.341,7.0576,8.75,0.006,0.0139,0.023,0.0066,0.0035,0.0,0.0008,0.0079,0.0419,1.0012,1.1674,0.0123,0.0419,0.0396,0.0459,60.7273,105.4545,0.0198,0.1504,0.2585,0.0061,0.0037,0.0,0.9721,0.9857,74.16446,-0.0005,8.3261,24.7256,8.8797,8.8208,9.0225,9.0474,-0.0021,0.0073,30.7612,3.6284,4.9492,4.442,0.8168,0.0054,0.009,9.1602,0.9576,0.064,3.6805,0.2519,0.0669,1.7278,0.982,2.6315,33.0,9.6047,0.0013,0.0619,1176372736.0,3724.6,1.7365,0.0619,0.0419,0.02,0.0123,0.0296,0.05542103016577421,2.7244350809476305,0.0,0.08788306451612939,0.09722262365591428,0.04861131182795714,0.05542103016577421,0.03261119488378287,0.5884263570387803,0.02280983528199134,2.1511377484257213,1.8386113118279572,0.05542103016577421,0.004861131182795714,450.64158177023694,0.08771275395378254,0.35047786575944295,12.185703932274844,1.8386113118279572,0.6026689846462151,0.0334005359780544,0.02853940479525869,0.050559898982978496
10114.0,6.5387,6.4565,6.2948,6.1286,8.8365,8.8681,8.6356,8.2,8.0341,8.75,0.0012,0.0105,0.025,0.0067,0.0025,0.0,0.0,0.0106,0.0449,1.0563,0.9931,0.0131,0.0449,0.0441,0.0396,60.9091,104.7273,0.0169,0.1731,0.2363,0.003,0.0025,0.0,0.9721,0.9857,70.68183,-0.0005,8.3129,31.4997,8.8677,8.8208,9.0225,9.0607,-0.0025,0.0096,39.1619,4.4945,4.7021,4.263,1.0543,0.011,0.0093,9.1847,0.9195,0.04,3.8206,0.2444,0.0563,1.7278,0.982,2.6423,33.0,16.3732,0.0007,0.0566,1176373248.0,3702.8,1.7194,0.0566,0.0449,0.0117,0.0131,0.0318,0.04604108028669418,2.7235532506319347,0.0,0.05225403225806489,0.12668997849462368,0.06334498924731184,0.04604108028669418,0.030022033017255825,0.6520705602542554,0.016019047269438355,2.0636570457331342,1.853344989247312,0.04604108028669418,0.006334498924731185,450.64158177023694,0.13758362934333337,0.549749205242122,12.185703932274844,1.853344989247312,0.6742133618653706,0.031041511524005524,0.02470701259927434,0.03970658136196299
10114.5,6.3896,6.2976,6.1589,6.0143,6.7515,6.8463,6.6812,6.5501,6.3001,8.75,0.0,0.0049,0.0303,0.0094,0.0016,0.0039,0.0045,0.0052,0.0549,1.1837,1.158,0.0152,0.0549,0.0538,0.0462,63.6364,104.7273,0.0162,0.1814,0.2272,0.0006,0.0015,0.0,0.9721,0.9857,71.5322,-0.0005,8.335,39.1285,8.8797,8.8083,9.0096,9.0432,-0.0046,0.0121,51.458,5.4526,4.5077,3.2883,1.6582,0.0175,0.0149,9.2027,0.8787,0.0532,3.7768,0.2073,0.0589,1.7278,0.982,2.631,33.0,18.4259,0.0014,0.0599,1176373760.0,3709.7,1.6457,0.0599,0.0549,0.005,0.0152,0.0397,0.04766706873291289,2.719851256160024,0.03293157894736845,0.06471774193548377,0.17365883870967738,0.10329520882852292,0.04766706873291289,0.03407345710610229,0.7148217419665968,0.0135936116268106,2.0073055182411066,1.8932952088285229,0.04766706873291289,0.010329520882852293,450.64158177023694,0.21670140743771021,0.8658837325510848,12.185703932274844,1.8932952088285229,0.7670332680796919,0.03656222750998547,0.02623270662713318,0.0373375478500606
10115.0,6.0819,5.9984,5.8437,5.7769,5.6285,5.6518,5.555,5.4455,5.3716,8.75,0.0,0.0014,0.0307,0.0175,0.0,0.0035,0.0101,0.0036,0.0655,1.1565,1.2454,0.0173,0.0655,0.063,0.0534,65.2727,105.4545,0.0182,0.1725,0.2342,0.0035,0.0013,0.0,0.9721,0.9857,75.53203,-0.0005,8.357,48.8648,8.8677,8.809,9.0225,9.0605,-0.005,0.0156,65.6814,6.5487,4.211,2.8694,2.2823,0.0434,0.0242,9.215,0.836,0.0721,3.6148,0.1895,0.0686,1.7278,0.982,2.6187,33.0,23.3005,0.0023,0.0669,1176374272.0,3696.7,1.6156,0.0669,0.0655,0.0014,0.0173,0.0482,0.06266621144050509,2.7185010975275365,0.13541894736842108,0.08772580645161306,0.1892547956989249,0.13849030107526897,0.06266621144050509,0.0378810071883641,0.6044885484154103,0.024785204252140987,2.1480028745382476,1.928490301075269,0.06266621144050509,0.013849030107526897,450.64158177023694,0.22099676666547938,0.8830468960245735,12.185703932274844,1.928490301075269,0.6625895100029683,0.04152197433210667,0.027672944224579776,0.048817181332978195
10115.5,5.8122,5.7287,5.6014,5.5608,5.3138,5.3733,5.2842,5.187,5.2245,8.75,0.0052,0.003,0.0201,0.0232,0.0011,0.0025,0.0093,0.0053,0.0615,1.2067,1.3008,0.0182,0.0615,0.0574,0.0574,65.2727,106.5455,0.0261,0.1509,0.2476,0.0158,0.0026,0.0,0.9721,0.9857,77.84432,-0.0005,8.3453,55.3322,8.8677,8.8325,9.0225,9.0476,-0.004,0.0175,74.3759,7.4531,4.2479,2.8717,2.5954,0.0436,0.0293,9.2189,0.8043,0.0914,3.4938,0.1996,0.0794,1.7278,0.982,2.6118,33.0,21.5003,0.0018,0.0697,1176374784.0,3716.3,1.6323,0.0697,0.0615,0.0082,0.0182,0.0433,0.08486533182838095,2.74328184850827,0.20349684210526317,0.1187526881720433,0.1735257634408607,0.16112476513865323,0.08486533182838095,0.03949808313806857,0.4654207116981953,0.04536724869031238,2.400811607639514,1.9511247651386532,0.08486533182838095,0.016112476513865322,450.64158177023694,0.18985934735339047,0.7586296844579634,12.185703932274844,1.9511247651386532,0.5077003141243046,0.04308615562753235,0.02697367911366703,0.06875285531451562
10116.0,5.6712,5.603,5.4872,5.4428,5.3812,5.4223,5.3258,5.214,5.2902,8.75,0.0051,0.0097,0.0093,0.0233,0.0072,0.0007,0.0059,0.007,0.0534,1.2591,1.363,0.0208,0.0534,0.0516,0.057,65.6364,108.7273,0.0235,0.1237,0.2841,0.0126,0.0043,0.0,0.9721,0.9857,78.46141,-0.0005,8.3482,59.498,8.8677,8.82,9.0096,9.0432,-0.0021,0.019,79.6821,7.907,4.1508,2.8739,2.7513,0.038,0.0419,9.2163,0.7775,0.0884,3.4553,0.2133,0.0823,1.7278,0.982,2.6126,33.0,20.9409,0.0,0.0682,1176375296.0,3714.0,1.6565,0.0682,0.0534,0.0148,0.0208,0.0326,0.08473704127066418,2.743598966884856,0.2473473684210526,0.11356720430107568,0.18504808602150544,0.18045728636106415,0.08473704127066418,0.03924289005426791,0.4631137630699142,0.045494151216396266,2.404403253975346,1.970457286361064,0.08473704127066418,0.018045728636106415,450.64158177023694,0.21296151441570116,0.8509400708207391,12.185703932274844,1.970457286361064,0.5123893907884085,0.043418360953887854,0.02537263231778144,0.06669131263455777
10116.5,5.6827,5.6202,5.5047,5.4749,5.5045,5.611,5.492,5.3762,5.3965,8.75,0.0065,0.0147,0.0099,0.0161,0.0082,0.0057,0.0062,0.0024,0.0484,1.2369,1.3647,0.0225,0.0484,0.0495,0.0585,65.2727,107.2727,0.0213,0.1011,0.314,0.0061,0.0059,0.0,0.9721,0.9857,79.30086,-0.0005,8.3703,58.1407,8.8797,8.809,9.0096,9.0605,-0.0016,0.0187,78.4227,7.6492,4.0802,2.7729,2.7586,0.0194,0.0533,9.2232,0.7586,0.0784,3.4547,0.206,0.0777,1.7278,0.982,2.6099,33.0,14.3844,0.0,0.0696,1176375808.0,3701.3,1.6435,0.0696,0.0484,0.0212,0.0225,0.0259,0.07378495400565653,2.734730868912455,0.23306000000000002,0.08914112903225847,0.16919458064516152,0.16110056451612925,0.07378495400565653,0.03836041344511,0.5198947937565862,0.03542454056054653,2.284373333732065,1.9511005645161292,0.07378495400565653,0.016110056451612925,450.64158177023694,0.21833796156297516,0.8724229867777267,12.185703932274844,1.9511005645161292,0.572972223754478,0.0422767291762429,0.026166672724629976,0.057674897554043605
10117.0,5.8055,5.7388,5.6231,5.5968,5.6449,5.7445,5.5934,5.4902,5.471,8.75,0.0076,0.0128,0.0136,0.0085,0.0075,0.0092,0.0066,0.0031,0.0484,1.1836,1.1591,0.0263,0.0484,0.0487,0.0624,64.7273,105.8182,0.0174,0.0986,0.3229,0.0,0.0049,0.0,0.9721,0.9857,76.21792,-0.0005,8.3482,54.0853,8.8797,8.8325,9.0225,9.0605,-0.0021,0.0179,73.5465,6.8551,3.8329,2.5617,2.676,0.0228,0.0859,9.232,0.7362,0.0787,3.4873,0.2011,0.0772,1.7278,0.982,2.6034,33.0,15.9463,0.0,0.0688,1176376320.0,3714.9,1.6348,0.0688,0.0484,0.0204,0.0263,0.0221,0.07400127364205682,2.733931382429456,0.1903715789473684,0.08111693548387133,0.1398333763440865,0.13574425721561986,0.07400127364205682,0.03810455029992302,0.5149174929641647,0.0358967233421338,2.2922077475905307,1.9257442572156198,0.07400127364205682,0.013574425721561987,450.64158177023694,0.1834350282566933,0.732959738589493,12.185703932274844,1.9257442572156198,0.5561887623714655,0.041158676800887736,0.02758425107932575,0.06042684792049483
10117.5,6.02,5.9444,5.8414,5.8197,5.8138,5.8771,5.7442,5.6805,5.6217,8.75,0.0082,0.01,0.0191,0.004,0.0074,0.0065,0.004,0.01,0.0511,1.2559,1.2143,0.0279,0.0511,0.0462,0.0631,63.2727,105.4545,0.0251,0.121,0.2825,0.0,0.0036,0.0,0.9721,0.9857,74.05583,-0.0005,8.36,48.8392,8.8557,8.8208,9.0096,9.0474,-0.0021,0.0163,66.1594,6.0837,3.7251,2.5187,2.4154,0.0368,0.1053,9.2368,0.7068,0.0818,3.5641,0.2187,0.0758,1.7278,0.982,2.6021,33.0,19.9828,0.0,0.0693,1176376832.0,3711.5,1.6667,0.0693,0.0511,0.0182,0.0279,0.0232,0.07526553080675602,2.7358160537289216,0.1351494736842105,0.08584543010752713,0.0980806021505379,0.11049745189586882,0.07526553080675602,0.03764078891349746,0.5001066027175182,0.03762474189325856,2.3177235694484497,1.9004974518958688,0.07526553080675602,0.011049745189586882,450.64158177023694,0.1468101675647125,0.5866161063301983,12.185703932274844,1.9004974518958688,0.5295947717603589,0.039860231609026214,0.028810486419439334,0.06421578561716913
10118.0,6.2818,6.199,6.0848,6.0592,6.1788,6.2185,6.0996,6.0168,5.9514,8.75,0.0108,0.0123,0.013,0.0053,0.0109,0.0005,0.0004,0.0142,0.0443,1.1968,1.1652,0.026,0.0443,0.0365,0.0606,62.3636,105.4545,0.0261,0.1476,0.2493,0.0,0.0025,0.0,0.9721,0.9857,68.95586,-0.0005,8.3563,48.1961,8.8557,8.8098,9.0225,9.0386,-0.002,0.0165,65.5156,5.7945,3.5174,2.4758,2.3405,0.0258,0.0814,9.1881,0.667,0.0782,3.7051,0.2311,0.0784,1.7278,0.982,2.6063,33.0,17.6819,0.0001,0.0674,1176377344.0,3706.9,1.691,0.0674,0.0443,0.0231,0.026,0.0183,0.07376916355061637,2.733991564088604,0.12838000000000002,0.08393413978494645,0.08341212903225814,0.10589606451612908,0.07376916355061637,0.036500402165027535,0.494792138180921,0.03726876138558883,2.3217319447180986,1.8958960645161291,0.07376916355061637,0.010589606451612908,450.64158177023694,0.14355058322366498,0.5735916359810496,12.185703932274844,1.8958960645161291,0.5223090338056431,0.0385303005387729,0.02794069408715999,0.06317955709900347
10118.5,6.5135,6.4293,6.3214,6.2861,7.0501,7.0939,7.0904,6.9247,6.8553,8.75,0.0087,0.0128,0.013,0.0031,0.0124,0.0012,0.0003,0.0117,0.0417,1.1307,1.3263,0.0255,0.0417,0.0374,0.0541,61.6364,104.7273,0.0266,0.1719,0.2199,0.0,0.0024,0.0,0.9721,0.9857,68.17245,-0.0005,8.3048,49.5814,8.8677,8.8208,9.0225,9.021,-0.0021,0.0175,70.1417,5.6377,3.2216,2.0487,2.7518,0.0181,0.0733,9.1544,0.6482,0.0803,3.8221,0.235,0.0739,1.7278,0.982,2.6175,33.0,16.858,0.0015,0.0632,1176377856.0,3718.3,1.6991,0.0632,0.0417,0.0215,0.0255,0.0162,0.07419493447036535,2.7375491722871,0.14296210526315792,0.10321236559139835,0.08955131182795813,0.11625670854555803,0.07419493447036535,0.033990283757958976,0.4581213529009213,0.04020465071240637,2.3812297503610576,1.9062567085455582,0.07419493447036535,0.011625670854555804,450.64158177023694,0.15669089726333385,0.62609699024753,12.185703932274844,1.9062567085455582,0.48324895344216223,0.03585462443351386,0.024228953578958053,0.06256926361580954
10119.0,6.5828,6.4962,6.3958,6.3459,7.4877,7.57,7.5364,7.3238,7.3089,8.75,0.0066,0.0057,0.0195,0.0086,0.0051,0.006,0.0044,0.005,0.0487,1.1506,1.3344,0.0206,0.0487,0.0463,0.0456,61.2727,104.7273,0.025,0.1778,0.2158,0.0,0.0021,0.0,0.9721,0.9857,66.53032,-0.0005,8.3305,50.2771,8.8439,8.7973,9.0096,9.0474,-0.0015,0.018,73.0047,5.5797,3.1033,1.8133,3.0772,0.0157,0.0361,9.1281,0.6561,0.0647,3.834,0.2398,0.0677,1.7278,0.982,2.6321,33.0,16.7575,0.0022,0.0611,1176378368.0,3715.7,1.7092,0.0611,0.0487,0.0124,0.0206,0.0281,0.05555749994786772,2.72493891457335,0.1502852631578947,0.09013978494623659,0.11313436559139811,0.12021252405206564,0.05555749994786772,0.032044324214209066,0.5767776491792791,0.023513175733658655,2.1650732263484116,1.9102125240520658,0.05555749994786772,0.012021252405206566,450.64158177023694,0.21637497037279732,0.8645793730291419,12.185703932274844,1.9102125240520658,0.6173876800281649,0.03430051600097894,0.022279263595772376,0.04353624754266115
10119.5,6.4503,6.3665,6.2711,6.209,6.8215,6.8782,6.7624,6.6577,6.5832,8.75,0.0006,0.001,0.0241,0.0164,0.0067,0.0027,0.0033,0.0083,0.0615,1.1942,1.1917,0.0211,0.0615,0.0623,0.0439,62.0,104.0,0.0307,0.1612,0.2254,0.0017,0.0027,0.0,0.9721,0.9857,65.4513,-0.0005,8.335,50.4003,8.8558,8.8091,9.0096,9.0476,-0.0026,0.0181,72.6835,5.5481,3.0651,1.8477,3.0028,0.053,0.0398,9.1106,0.6647,0.0524,3.7692,0.2243,0.0624,1.7278,0.982,2.6349,33.0,28.9139,0.0016,0.0631,1176378880.0,3703.0,1.6774,0.0631,0.0615,0.0016,0.0211,0.0404,0.04683300539220715,2.7215694050942023,0.1515821052631579,0.06824059139784963,0.13891182795698936,0.10991134833050377,0.04683300539220715,0.033267913157282426,0.7103518742535813,0.013565092234924725,2.0100892030561535,1.899911348330504,0.04683300539220715,0.010991134833050378,450.64158177023694,0.2346877963736076,0.9377527700948629,12.185703932274844,1.899911348330504,0.7656513410589182,0.03585775338436295,0.024866618551312572,0.035841870559156774
10120.0,6.2039,6.123,6.0518,5.9946,6.1059,6.1851,6.1086,6.0608,6.0042,8.75,0.0,0.0,0.0173,0.0233,0.0087,0.0,0.0003,0.0134,0.063,1.1586,1.1706,0.0224,0.063,0.0676,0.0449,62.7273,104.0,0.0343,0.1331,0.2521,0.0074,0.0022,0.0,0.9721,0.9857,70.37511,-0.0005,8.3526,50.3599,8.8557,8.8091,9.0225,9.0343,-0.0027,0.018,71.9193,5.5889,3.1034,1.8999,2.9417,0.1121,0.0477,9.1033,0.6638,0.066,3.6571,0.2141,0.0651,1.7278,0.982,2.6333,33.0,42.1152,0.0002,0.063,1176379392.0,3715.3,1.658,0.063,0.063,0.0,0.0224,0.0406,0.055836309634629995,2.7259145089032963,0.1511568421052632,0.0944448924731187,0.1546591827956994,0.12455203763440906,0.055836309634629995,0.035424067171949396,0.6344270852380829,0.020412242462680603,2.1006800817112863,1.9145520376344092,0.055836309634629995,0.012455203763440906,450.64158177023694,0.22306638538511359,0.8913165662731601,12.185703932274844,1.9145520376344092,0.688179890298039,0.03842542543900701,0.025970221675566105,0.04338110587118909
10120.5,5.9793,5.8902,5.829,5.7666,5.4432,5.5214,5.4455,5.4114,5.3622,8.75,0.0,0.0,0.0099,0.0247,0.0114,0.0004,0.0005,0.0119,0.0588,1.1728,1.2465,0.0242,0.0588,0.0616,0.0514,64.0,103.2727,0.0306,0.1197,0.2744,0.0066,0.0021,0.0,0.9721,0.9857,75.05232,-0.0005,8.3482,50.8794,8.8677,8.8442,9.0096,9.0343,-0.0031,0.0181,73.0684,5.699,3.1477,1.8972,3.0039,0.1242,0.0586,9.1216,0.6552,0.0758,3.5906,0.1882,0.0701,1.7278,0.982,2.622,33.0,50.914,0.0,0.0588,1176379904.0,3700.7,1.6136,0.0588,0.0588,0.0,0.0242,0.0346,0.072769653335424,2.7352440891929906,0.1566252631578947,0.09982526881720409,0.16283870967741892,0.13133198924731151,0.072769653335424,0.038436083495800084,0.5281883550912774,0.03433356983962391,2.269861312977998,1.9213319892473115,0.072769653335424,0.013133198924731151,450.64158177023694,0.1804763156448618,0.721137475180267,12.185703932274844,1.9213319892473115,0.5696058637720358,0.04145002124451579,0.02831682231978464,0.059636454410692846
10121.0,5.9085,5.8155,5.7467,5.6637,5.2585,5.3245,5.2641,5.2175,5.1663,8.75,0.0,0.0001,0.0105,0.0267,0.0026,0.0069,0.0083,0.0007,0.0557,1.28,1.1913,0.0185,0.0557,0.0554,0.0496,64.3636,104.7273,0.0229,0.122,0.2849,0.0022,0.0018,0.0,0.9721,0.9857,78.14641,-0.0005,8.335,51.2582,8.8557,8.8091,9.0225,9.0343,-0.0004,0.0183,72.5353,5.7292,3.1374,1.9814,2.8915,0.0474,0.0236,9.1394,0.6415,0.0812,3.6056,0.1965,0.0731,1.7278,0.982,2.6252,33.0,35.0413,0.0,0.0557,1176380416.0,3707.1,1.6271,0.0557,0.0557,0.0,0.0185,0.0372,0.07041891676942645,2.7477499742783023,0.1606126315789474,0.11533333333333319,0.17982933333333403,0.14758133333333362,0.07041891676942645,0.03905178239257191,0.5545638045021292,0.03136713437685454,2.227742635114772,1.9375813333333336,0.07041891676942645,0.014758133333333362,450.64158177023694,0.20957626175443886,0.8374134618124203,12.185703932274844,1.9375813333333336,0.6079773242627627,0.04281310459495809,0.028054971261624727,0.05566078343609309
10121.5,6.0317,5.9328,5.8717,5.7595,5.4742,5.5997,5.4486,5.4007,5.3186,8.75,0.0,0.0,0.0139,0.0202,0.0,0.009,0.0046,0.0,0.0476,1.3994,1.2748,0.0136,0.0476,0.0497,0.0465,64.0,105.4545,0.0197,0.1432,0.2666,0.0062,0.0023,0.0,0.9721,0.9857,73.25386,-0.0005,8.3129,50.5091,8.8557,8.8318,9.0096,9.0168,0.0007,0.0176,69.6867,5.8752,3.3379,2.2635,2.5956,0.0146,0.0082,9.1383,0.627,0.0849,3.7887,0.2085,0.0705,1.7278,0.982,2.6305,33.0,26.589,0.0001,0.0476,1176380928.0,3704.9,1.6477,0.0476,0.0476,0.0,0.0136,0.034,0.07110456516814129,2.7500459913018886,0.15272736842105258,0.1300940860215053,0.1822150537634409,0.15615456989247312,0.07110456516814129,0.038514160274450426,0.5416552394825257,0.03259040489369086,2.246898042292134,1.9461545698924732,0.07110456516814129,0.015615456989247312,450.64158177023694,0.21961257975942008,0.8775160370470587,12.185703932274844,1.9461545698924732,0.5965170397420442,0.0424150847262449,0.02679962773699759,0.05548910817889398
10122.0,6.2434,6.1524,6.0766,5.9335,6.212,6.3237,6.1686,6.0808,6.0021,8.75,0.0,0.0003,0.0193,0.0152,0.0,0.0059,0.0025,0.0,0.0429,1.1128,1.2233,0.0084,0.0429,0.0418,0.0376,60.7273,103.2727,0.0232,0.1625,0.2392,0.0162,0.0022,0.0,0.9721,0.9857,66.31371,-0.0005,8.2775,47.1386,8.8439,8.8208,9.0096,9.0341,0.0012,0.0169,65.6492,5.2306,3.1027,2.0915,2.5009,0.0039,0.002,9.1537,0.6186,0.0719,4.0495,0.2357,0.0631,1.7278,0.982,2.6456,33.0,16.6932,0.0004,0.0432,1176381440.0,3696.5,1.7006,0.0432,0.0429,0.0003,0.0084,0.0345,0.05745176930500412,2.7319288351830844,0.11724842105263154,0.12310349462365612,0.12936455913978506,0.12330649009620831,0.05745176930500412,0.035522810654034294,0.6183066437074936,0.02192895865096982,2.121530121042689,1.9133064900962085,0.05745176930500412,0.012330649009620831,450.64158177023694,0.21462609696420293,0.8575913195010247,12.185703932274844,1.9133064900962085,0.6688362566045281,0.03842582631726588,0.026095177307645052,0.04512112029538329
10122.5,6.4549,6.3604,6.2852,6.0924,7.3014,7.4166,7.3681,7.2033,7.0936,8.75,0.0007,0.0055,0.0207,0.0111,0.0,0.0076,0.0012,0.0,0.0405,1.3835,1.2567,0.0088,0.0405,0.0347,0.0305,58.7273,103.2727,0.0248,0.1778,0.2196,0.0226,0.0016,0.0,0.9721,0.9857,62.56543,-0.0005,8.3482,47.6287,8.8557,8.8208,8.9967,9.0343,0.0007,0.0164,62.5936,5.632,3.4256,2.7734,2.0307,0.0026,0.0026,9.1546,0.6081,0.0414,4.1704,0.261,0.0524,1.7278,0.982,2.6578,33.0,11.6952,0.0014,0.0467,1176381952.0,3689.1,1.7585,0.0467,0.0405,0.0062,0.0088,0.0317,0.04456434825671092,2.7270468804168444,0.12240736842105265,0.07579569892473119,0.10384197849462388,0.09910153367289193,0.04456434825671092,0.031885516199859805,0.7154938296457232,0.012678832056851117,2.0020086999910642,1.889101533672892,0.04456434825671092,0.009910153367289194,450.64158177023694,0.22237851006374426,0.8885679913661501,12.185703932274844,1.889101533672892,0.7637502479660718,0.034036032031509345,0.02412587866422015,0.03465419488942173
10123.0,6.5263,6.4378,6.3847,6.1791,7.516,7.6733,7.557,7.4395,7.1369,8.75,0.0046,0.0085,0.0213,0.0044,0.0011,0.0156,0.0014,0.0,0.0438,1.3088,1.1883,0.0181,0.0438,0.0402,0.0265,58.7273,103.2727,0.0245,0.1746,0.2242,0.0239,0.0014,0.0,0.9721,0.9857,62.923,-0.0005,8.3438,45.579,8.8676,8.7965,8.9838,9.0168,0.0011,0.0157,60.6706,5.4325,3.469,2.5644,2.1184,0.0063,0.0228,9.1532,0.6089,0.0363,4.0396,0.261,0.0511,1.7278,0.982,2.6647,33.0,12.3077,0.0006,0.0568,1176382464.0,3717.5,1.7585,0.0568,0.0438,0.013,0.0181,0.0257,0.03445448446645149,2.723275824865681,0.10083157894736842,0.07435215053763439,0.11957101075268808,0.09696158064516124,0.03445448446645149,0.031048595504631356,0.9011481664995897,0.0034058889618201345,1.8508793169773956,1.8869615806451612,0.03445448446645149,0.009696158064516125,450.64158177023694,0.28141933378679124,1.1244801131316604,12.185703932274844,1.8869615806451612,0.9713595981795438,0.03346769418681565,0.023771536122299528,0.024758326401935364
10123.5,6.4223,6.3362,6.286,6.1076,6.3577,6.4126,6.2929,6.3557,6.1161,8.75,0.0089,0.0058,0.0212,0.0044,0.0015,0.0171,0.0064,0.0,0.0506,1.1855,1.2515,0.025,0.0506,0.0519,0.0354,60.7273,103.2727,0.0233,0.157,0.2473,0.0242,0.0019,0.0,0.9721,0.9857,68.20057,-0.0005,8.3615,47.067,8.8677,8.8098,8.9967,9.0253,-0.001,0.0158,61.1976,5.8191,3.6798,2.8737,2.025,0.0168,0.0699,9.1525,0.6125,0.0548,3.8006,0.2357,0.0576,1.7278,0.982,2.6494,33.0,15.2077,0.0,0.0652,1176382976.0,3701.6,1.7006,0.0652,0.0506,0.0146,0.025,0.0256,0.04506904004130526,2.725144017120422,0.11649473684210526,0.0925349462365591,0.13802692473118294,0.11528093548387103,0.04506904004130526,0.034413328240118356,0.7635691421112794,0.010655711801186905,1.961447139052617,1.9052809354838711,0.04506904004130526,0.011528093548387103,450.64158177023694,0.25578742164957885,1.022061508581662,12.185703932274844,1.9052809354838711,0.831840682538666,0.03749026102932184,0.025962167480934738,0.03354094649291816
